package,version,date,gpu_score,cuda_version,gpu_deps_count,requires_external_cuda,source
jax,0.2.26,2021-12-08 19:21:57,0,,0,True,pypi
jax,0.2.27,2022-01-18 19:35:52,0,,0,True,pypi
jax,0.2.28,2022-02-02 01:58:12,0,,0,True,pypi
jax,0.3.0,2022-02-10 21:43:48,0,,0,True,pypi
jax,0.3.1,2022-02-18 22:37:57,0,,0,True,pypi
jax,0.3.2,2022-03-16 20:15:54,0,,0,True,pypi
jax,0.3.3,2022-03-17 22:33:07,0,,0,True,pypi
jax,0.3.4,2022-03-18 21:14:40,0,,0,True,pypi
jax,0.3.5,2022-04-07 20:29:26,0,,0,True,pypi
jax,0.3.6,2022-04-13 00:53:55,0,,0,True,pypi
jax,0.3.7,2022-04-16 13:26:05,0,,0,True,pypi
jax,0.3.8,2022-04-30 03:12:10,0,,0,True,pypi
jax,0.3.9,2022-05-03 02:43:06,0,,0,True,pypi
jax,0.3.10,2022-05-05 03:25:41,0,,0,True,pypi
jax,0.3.11,2022-05-15 18:41:16,0,,0,True,pypi
jax,0.3.12,2022-05-16 00:54:51,0,,0,True,pypi
jax,0.3.13,2022-05-16 19:13:45,0,,0,True,pypi
jax,0.3.14,2022-06-28 20:01:20,0,,0,True,pypi
jax,0.3.15,2022-07-22 23:54:08,0,,0,True,pypi
jax,0.3.16,2022-08-12 00:07:24,0,,0,True,pypi
jax,0.3.17,2022-08-31 18:26:45,0,,0,True,pypi
jax,0.3.18,2022-09-26 19:15:42,0,,0,True,pypi
jax,0.3.19,2022-09-27 17:57:49,0,,0,True,pypi
jax,0.3.20,2022-09-28 18:02:40,0,,0,True,pypi
jax,0.3.21,2022-10-03 17:31:10,0,,0,True,pypi
jax,0.3.22,2022-10-11 21:08:25,0,,0,True,pypi
jax,0.3.23,2022-10-12 18:07:08,0,,0,True,pypi
jax,0.3.24,2022-11-04 14:53:07,0,,0,True,pypi
jax,0.3.25,2022-11-15 15:35:20,0,,0,True,pypi
jax,0.4.0,2022-12-12 22:26:43,0,,0,True,pypi
jax,0.4.1,2022-12-13 18:22:01,0,,0,True,pypi
jax,0.4.2,2023-01-25 19:21:08,0,,0,True,pypi
jax,0.4.3,2023-02-08 18:00:35,0,,0,True,pypi
jax,0.4.4,2023-02-16 21:34:41,0,,0,True,pypi
jax,0.4.5,2023-03-03 00:06:07,0,,0,True,pypi
jax,0.4.6,2023-03-09 22:19:41,0,,0,True,pypi
jax,0.4.7,2023-03-27 21:44:59,0,,0,True,pypi
jax,0.4.8,2023-03-29 21:22:47,0,,0,True,pypi
jax,0.4.9,2023-05-10 00:11:53,0,,0,True,pypi
jax,0.4.10,2023-05-12 01:33:52,0,,0,True,pypi
jax,0.4.11,2023-06-01 05:54:34,0,,0,True,pypi
jax,0.4.12,2023-06-08 23:44:56,0,,0,True,pypi
jax,0.4.13,2023-06-23 00:24:04,0,,0,True,pypi
jax,0.4.14,2023-07-27 23:26:15,0,,0,True,pypi
jax,0.4.15,2023-08-30 20:00:44,0,,0,True,pypi
jax,0.4.16,2023-09-19 02:00:06,3,11.8,16,True,pypi
jax,0.4.17,2023-10-04 00:39:50,3,11.8,16,True,pypi
